"1000000048","2","水からしじみをいれ火にかけます"
"1000000048","3","沸騰したらあくをとります"
"1000000048","4","お味噌を入れ味をみて調整します。"
"1000000055","1","鶏肝もきれいに洗う、血を丁寧に取ることで臭みがなくなります。"
"1000000055","2","生姜を千切りにします。"
"1000000055","3","水に肝を入れひと煮立ちさせます。あくをとります。"
"1000000055","4","調味料を入れ煮ます"
"1000000055","5","水分がなくなりとろみが出たら出来上がり"
"1000000056","1","玄米は洗ってお釜に入れ、３合の目盛りまで水を入れる。さらに１カップの水を加える。"
"1000000056","2","雑穀を加えて軽く混ぜ、黒豆をちらす。
白米より長めにおいて吸水させる。"
"1000000056","3","スイッチオン！
炊きあがったら全体をまんべんなく混ぜる。"
"1000000058","1","長芋は皮をむき、２㎝幅の輪切りにする。袋に入れて形が少し残る程度にたたく。"
"1000000058","2","ボウルに卵をほぐし、塩少々、長芋、かつお節、ゴマを加えて混ぜる。"
"1000000058","3","小さめのフライパンに油を熱して生地を流し入れ、軽く混ぜながら半熟状になるまで炒め、表面を平らにして弱火にする。"
"1000000058","4","フタをして６分焼き、裏返してさらに６分弱火で焼く。
器に盛り、ケチャップをのせる。"
"1000000059","1","サツマイモは１㎝厚さの輪切りにして水にさらす。
レンジで柔らかくなるまで蒸す。"
"1000000059","2","味噌とマヨネーズを混ぜ合わせ、サツマイモにぬる。チーズを少しのせる。"
"1000000059","3","オーブンかトースターで焼き色がつくまで焼く。"
"1000000063","1","　ごはんは2等分して、三角おにぎりに。田楽味噌をつけて焼きます。"
"1000000063","2","　出来上がった焼きおにぎりに、下1/3～1/.2に白ごまをまぶします。"
"1000000063","3","　栗は洗って20～30分茹で、あく抜きのためしばらく放置。"
"1000000063","4","　茹でた栗は、食べやすいように、お弁当箱に詰める前に、ナイフで切り目を入れておきます。"
"1000000063","5","　好みのおかずを詰めます。"
"1000000064","1","土鍋にホールトマトをつぶしながら入れ、水、麺つゆ、ご飯、カレー粉を加えて煮込む。"
"1000000064","2","納豆は付属のタレを入れてよく混ぜ、鍋に加える。"
"1000000064","3","お好みで海苔をちぎって加えます。"
"1000000065","1","サツマイモはレンジでやわらかくし、皮をむいてフォークであらくつぶしておく。
"
"1000000065","2","ボウルにオリーブオイル、砂糖、塩、卵をよく混ぜる。
小麦粉も加えてよく混ぜる。
サツマイモを加えて全体を均等に混ぜる。"
"1000000065","3","クッキングシートをしいた天板に、スプーンを２つ使いながら並べる。
お好みでゴマをちらす。"
"1000000065","4","１７０度のオーブンで２５〜３０分焼く。"
"1000000066","1","サツマイモはレンジで柔らかくし、皮をむいてしっかりつぶす。練乳を加えてなめらかに混ぜる。"
"1000000066","2","手で一口大に丸めて、表面にゴマをまぶし付ける。"
"1000000067","1","サツマイモは角切りにし、レンジで柔らかくする。"
"1000000067","2","ボウルに溶かしバター、砂糖、卵、ホットケーキミックスの順に混ぜ合わせる。"
"1000000067","3","サツマイモと黒ごまを加え、全体を均等に混ぜる。
１８０度のオーブンで３０分焼く。"
"1000000068","1","玉ねぎをスライスして水にさらし、よく水気をきる。サニーレタスを食べやすく手でちぎる。"
"1000000068","2","全ての材料を和える。"
"1000000069","1","栗は柔らかくなるまで自ら茹でて、半分に切って中身を取り出します。そして、取り出した栗を裏ごしして、滑らかにします。"
"1000000069","2","白玉粉は水で柔らかくなるまで練り、適当な大きさに丸めてゆでます。（茹でると少し大きくなりますので、小さめに丸めるとGOOD）"
"1000000069","3","鍋に水と砂糖を入れて煮溶かし、栗を加えてホイッパーでよく混ぜる。ゆでた白玉も加えて、片栗粉の水溶きを流しいれてとろみをつける。"
"1000000070","1","サツマイモはレンジで柔らかくし、皮をむいてつぶす。"
"1000000070","2","鍋にサツマイモ、片栗粉、水、砂糖を入れて火にかけ、モチモチするまで混ぜる。"
"1000000070","3","手で一口大に丸め、きな粉をまぶし付ける。"
"1000000071","1","レタスは手でちぎる。トマトはくし形に切る。玉ねぎは薄切り。"
"1000000071","2","鍋に湯４カップ沸かし、中華スープの素、塩コショウ、酒を入れる。スープに切った野菜を加える。"
"1000000071","3","溶き卵を回し入れ、フワッと浮いてきたら火を止める。"
"1000000072","1","鮭は皮をはぎ、骨抜きで骨をとる。塩コショウで下味をつける。"
"1000000072","2","小麦粉を全体に薄くまぶし、溶き卵にくぐらせる。"
"1000000072","3","パン粉とパルメザンチーズを合わせ、鮭のまわりに付ける。
油で揚げる。"
"1000000073","1","さつま揚げ、人参を千切りにして鍋に入れ、切り昆布も入れる。"
"1000000073","2","調味料を加え、水分が少なくなるまで煮詰める。"
"1000000074","1","パン粉を牛乳に浸しておく。
玉ねぎはみじん切りにする。"
"1000000074","2","ボウルに挽き肉、玉ねぎ、卵、パン粉、塩コショウ、ナツメグを合わせてよく練る。"
"1000000074","3","食べやすい大きさに丸め、油を熱したフライパンで両面焼く。"
"1000000074","4","混ぜ合わせたAを加え、１５分くらい煮込む。"
"1000000075","1","カボチャは適当な大きさに切り、レンジで６分チンする。
生姜はみじん切りにする。"
"1000000075","2","鍋に生姜、砂糖、みりん、醤油、だし汁、挽き肉を入れ、挽き肉をほぐしながら煮る。
アクを取り、カボチャを加える。"
"1000000075","3","落とし蓋をしてカボチャが柔らかくなるまで煮る。
水溶き片栗粉で少しとろみをつける。"
"1000000076","1","カボチャは１〜２㎝角に切り、レンジで柔らかくする。
玉ねぎを薄切りにする。
ゆで卵は粗く切っておく。"
"1000000076","2","大きめのフライパンにバターを溶かして玉ねぎを炒め、小麦粉を加えてからませる。"
"1000000076","3","冷たい牛乳を加え、固形スープの素、塩コショウで味付けする。とろみがついたら、カボチャ、ゆで卵を加えて全体を均等に混ぜる。"
"1000000076","4","グラタン皿に入れてチーズをのせ、オーブンでチーズに少し焦げ目がつく程度に焼く。"
"1000000077","1","大根を1cmくらいの暑さの半月切りにする。
"
"1000000077","2","フライパンにごま油をひき、大根と豚肉、生姜を炒める。"
"1000000077","3","豚肉に火が通ったら、ひたひたの水とAを加えてじっくり煮込む。"
"1000000078","1","キャベツはざく切りにする。大根は千切りにする。"
"1000000078","2","小鍋に全ての材料を入れ、ひたひた程度の水を加えて煮る。"
"1000000078","3","野菜に火が通ったら完成。"
"1000000079","1","豆腐は水をしっかり切る。トマトはくし形に切る。豚肉は食べやすく切る。玉ねぎはうす切り。ニラは4cm長さに切る。"
"1000000079","2","フライパンを熱し豆腐をかるくくずしながら表面を焼きつけ、水気をきって一度皿に取り出す。"
"1000000079","3","フライパンにゴマ油を熱し、豚肉を炒め、色が変わったら玉ねぎを加える。しんなりしたら豆腐を戻し入れる。"
"1000000079","4","トマト、ニラ、Ａを加えて炒める。最後にかつお節を加えてかるく混ぜる。"
"1000000080","1","春雨は湯につけてもどし、食べやすい長さに切る。ネギは薄切りにする。"
"1000000080","2","鍋にAとキムチを入れ、強火にかける。煮立ったら春雨を加えて少し煮る。"
"1000000080","3","溶き卵をまわし入れ、卵が浮かんできたら火を止める。"
"1000000081","1","材料全部を鍋に入れる。"
"1000000081","2","フタをし、弱めの中火で２０〜３０分煮る。"
"1000000082","1","米ともち米は洗って１時間ほど水につけ、ザルにあげる。"
"1000000082","2","炊飯器に材料を全て入れ、２合の目盛りまで水を加えて炊く。"
"1000000083","1","モツは茹でて水洗いし、水気をきる。大根は皮をむいて幅3mmのイチョウ切りにする。生姜とニンニクはみじん切り。ネギは薄切り。"
"1000000083","2","フライパンに油を熱し、生姜とニンニクを入れて炒め、モツと大根を加えて炒める。"
"1000000083","3","大根に火が通ったら、カレー粉を加えてからめ、更にネギ、Aを加えて炒める。
仕上げに塩で味をととのえる。"
"1000000084","1","ボウルにAを入れてよく練り合わせる。玉ねぎと人参とジャガイモは１㎝角、キャベツはざく切りにする。"
"1000000084","2","鍋に野菜、水７カップ、固形スープを入れ、野菜が柔らかくなるまで煮込む。"
"1000000084","3","鍋に肉団子を丸めて落とし入れて火を通し、塩コショウで味をととのえる。"
"1000000085","1","鯛のあら"
"1000000085","2","鯛のあらを水から煮る"
"1000000085","3","沸騰したら、水をすべてすて、再度水をいれ煮る。"
"1000000085","4","あくを取りながら、20分ぐらい煮て、塩で味を調えてできあがり"
"1000000086","1","米をといで炊飯器に入れて調味料を加え、２合の目盛りまで水を入れる。"
"1000000086","2","魚肉ソーセージを小さく切って加え、残りの材料(バター以外)も全て加える。"
"1000000086","3","かるく混ぜ、スイッチを押す。
炊けたら、バターを入れて混ぜる。"
"1000000087","1","きのこはなんでもいいと思います"
"1000000087","2","玉ねぎを切り炒めます"
"1000000087","3","豚肉とキノコ別の鍋で炒めてからなべに水を入れます。"
"1000000087","4","やわらかくなるまで煮て、カレールーを入れまた煮ます。
コーヒーとソースを入れることで味がまろやかになります。"
"1000000088","1","サバは皮目に十字の切れ目を入れ、熱湯をかけて臭みをとる。"
"1000000088","2","圧力鍋に材料を全部入れ、２５分加圧する。"
"1000000089","1","大根の皮をむきスライサーで円形にスライスします。スライサーのサイズが小さいときは大根を縦に半分にしてから三日月形にスライスします。"
"1000000089","2","大根と塩は手のひらに載せ、軽く叩くようにしなじませます。"
"1000000089","3","ボールに大根を移したら、化学調味料・唐辛子を入れ軽くかきまぜます。酢と砂糖で甘酢を作りボールに移し、5分程度おきます。"
"1000000089","4","容器に盛り付ける時は、扇状
又は花びら状に盛り付けます。最後にボウルに残った甘酢を容器にいれ、完成です。"
"1000000090","1","ジャガイモはよっく水洗いをし、
半分に切ります。
ラップをし電子レンジで3～４分
温めます。（時間のある人はオーブンで15分）"
"1000000090","2","一度取り出し、つま楊枝を刺し柔らかくなっているか確かめま楊枝がスッと入ればＯＫです。"
"1000000090","3","じゃがいもの切った面に塩コショウを振りかけ、お好みでたまねぎ・ピーマンを1切れを乗せ
、3ｃｍ角位に切ったベーコンを
乗せます。"
"1000000090","4","最後に溶けるチーズの乗せ、オーブントースターで約5分焼き、お皿に移し完成です。"
"1000000091","1","今回はさつま芋が大きかったので１本ですが、中だと２本使ったりします。この材料でつくります"
"1000000091","2","さつま芋の皮をむき、５ミリくらいの輪切りに切って、食べやすく半月にしたりした後、水にしばらくさらします"
"1000000091","3","ピニールに入れて５分くらいチン。途中で上下をかえさないと、上だけ煮えてたりしますので注意"
"1000000091","4","チンしている間に、ウインナーを切ります。私は画像のように細切り？画像は１本のウインナーを切った所です。"
"1000000091","5","芋をフライパンにどさっと入れ（油ひいてません）蓋して蒸し焼き。片面焼き色ついたら返して、蓋して蒸し焼き"
"1000000091","6","ほどよく芋やけたら皿にとります"
"1000000091","8","ウインナーが程よく焼けたら芋を戻しいれ、オイスター＆マヨネーズ投入～味をからめあわせます"
"1000000091","9","完成です"
"1000000091","7","ウインナー焼きます。ここで、あらびきコショーを入れてもいいんだけど、うちは子供が嫌がるのでパス"
"1000000093","1","鶏もも肉を一口大に切り、塩コショウ、小麦粉をまぶす。"
"1000000093","3","鍋にオリーブオイルを熱してニンニクを炒め、鶏肉を焼き、焼き色がついたら鶏肉をはじによせて、玉ねぎを炒める。"
"1000000093","4","玉ねぎがしんなりしたら、ピーマン、マカロニ、水１カップ弱、A、を加えてマカロニがやわらかくなるまで煮込む。"
"1000000093","2","ニンニクは薄切り。玉ねぎは厚めの薄切り。ピーマンは２㎝角に切る。"
"1000000093","5","器に盛り、粉チーズをふりかける。"
"1000000094","1","鶏ササミは筋を取り除き、酒をふり、電子レンジで約３分加熱して冷めたら細かくさく。キュウリはせん切り。トマトは小さい角切りにする。"
"1000000094","2","ボウルにササミ、キュウリ、中華クラゲを混ぜ合わせる。
別のボウルにトマトとAを混ぜ合わせる。"
"1000000094","3","器にササミを和えたものを盛り、上にトマトを和えたものを乗せる。"
"1000000095","1","ニンニク、ショウガ、エノキ、ネギはみじん切り。豆腐はさいの目切りにする。"
"1000000095","2","鍋に油を熱し、ニンニク、ショウガを炒め、香りがでたらエノキとネギ、麻婆豆腐の素、水を入れて煮る。"
"1000000095","3","煮立ったら豆腐を加えて煮る。"
"1000000096","1","ジャガイモはレンジで柔らかくし、２㎝角に切る。ブロッコリーは切り分け、レンジで少し火を通しておく"
"1000000096","2","玉ねぎは薄切り、魚肉セージは斜め切り、ニンニクは薄切りにし、バターを熱したフライパンで炒める。"
"1000000096","3","ジャガイモとブロッコリーを加えて軽く痛め、Aを加えてさっと炒める。"
"1000000097","1","　ホットケーキミックス、きな粉、グラニュー糖をボウルに入れて泡だて器で混ぜ合わせる。"
"1000000097","2","　１にサラダ油とはちみつを加えてスプーン（ゴムベラ）で切るように混ぜる。"
"1000000097","3","　２に牛乳を少しずつ加えながらきるように混ぜ、全体がしっとりしたら押さえるように生地をまとめる。"
"1000000097","4","ラップを敷き、棒状に生地をまとめ、冷蔵庫で30分程休める。今回は断面が2.5cm×2.5cmの棒状にしました。"
"1000000097","5","　オーブンを180度に温める。
　天板にオーブンペーパーを敷き、休めた生地を暑さ約3mmにカットして並べる。"
"1000000097","6","　180度で10～13分焼いて出来上がり。"
"1000000098","1","栗はよく洗い、たっぷりの水に浸ける。栗のお尻のところとの境界がへこんでいるようなものは乾燥が強いので一日、新鮮なものは一晩。"
"1000000098","2","栗が膨らむくらいよく吸水したのを確認し、水からあげて熱湯に入れ、蓋をして３０分～１時間蒸らす。"
"1000000098","3","まだお湯が冷め切らないうちに包丁で渋皮を傷つけないように気をつけてお尻から先に向けて一ヶ所だけむく。"
"1000000098","4","残りの皮は手でむき取る。まだ硬いようならもう一度熱湯に浸ける手順を繰り返す。"
"1000000098","5","大鍋に栗が隠れるように水を入れ、中火にかけ沸騰したら重曹を振り入れる（吹き上がるので注意）。弱火にし、１０分ほど茹でる。"
"1000000098","6","栗を水に取り、もう一度沸騰させて一晩置く。"
"1000000098","7","水を替えてまた沸騰させ、まだ暖かいうちに毛羽立ったところとを丁寧に指の腹でこすり落とし、筋を取る。写真の右側が処理したほう。"
"1000000098","8","栗を洗い、渋皮が傷ついたものと成功したものを別々の鍋に入れてここから同時進行。鍋に水を入れて沸騰させ、弱火で5分煮たら一晩置く。"
"1000000098","9","水を替えては沸騰させるのを繰り返し、栗の渋みを抜いていく。試食は傷がついたほうでし、渋みが無くなったら成功した鍋に砂糖を入れる。"
"1000000098","10","成功したほうから皮に傷がついた栗の鍋に砂糖水を移して同じ濃度にし、同時進行していく。"
"1000000098","11","沸騰させて5分弱火で煮て一晩置く。翌日も繰り返し、火を止めてからラム酒を入れる。一晩置いて中まで味が入っていたら完成。"
"1000000098","12","冷凍する場合はシロップごとで、自然解凍でどうぞ。冷蔵保存の場合はしっかり蓋のしまる容器で。たまに煮返すと長く保存できます。"
"1000000099","1","こんにゃくは水洗いし5ｍｍ位の厚さに切ります。こんにゃくの切った面（両面）に5ｍｍ間隔位で深さ1～2ｍｍの格子状の切れ目を入れます"
"1000000099","2","熱したフライパンにサラダ油とこんにゃくを入れ、片面3分間位で両面をいためます（フライパンは振らない）。水分が出ますので1度火を止め"
"1000000099","3","フライパンにたまった水と油を
捨てます。水を捨てたフライパンでもう一度両面をすこしカリッとするまでいためます。"
"1000000099","4","水分が飛んで少し硬くなったら、①～⑤をフライパンに入れて味を絡めます（約1分）。
"
"1000000100","1","サツマイモはレンジで柔らかくして、皮つきのまま食べやすく切る。玉ねぎはみじん切りにして塩でもみ、水にさらして水気をしぼる。"
"1000000100","2","ウインナーは斜め薄切りにし、フライパンで炒める。"
"1000000100","3","全ての材料を混ぜ合わせる。"
"1000000101","1","鶏モモ肉は細切りにし、Aにつけておく。糸コンニャクは３cm長さに切り、フライパンで水分が無くなるまでから煎りする。"
"1000000101","2","Aにつけておいた鶏モモ肉を加え、肉に火がとおるまで炒める。火を止め、マヨネーズを加えて和える。"
"1000000101","3","具をバットに広げて１０等分し、春巻きの皮で包み、端を水溶き小麦粉でとめる。トースターでカリッと焼く。"
"1000000102","1","カレーを温める"
"1000000102","2","ウィンナーをゆでる"
"1000000102","3","ウィンナーをのせてできあ上がり。"
"1000000104","1","①ご飯はボールに移し、塩辛と良く混ぜ合わせておきます。
②大根の葉と茎は5ｍｍ位の幅に切ります。③長ねぎはみじん切りにします。"
"1000000104","2","サラダ油を入れたフライパンを熱し③の長ネギを1分位いためます。そこに①と②を入れ、塩コショウを少々振ります。"
"1000000104","3","ご飯がパラパラになってきたら醤油を鍋のふちから回しかけ味をからめて、出来上がり。"
"1000000105","1","焼き豆腐を四等分にカットする。万能ネギは小口にカットする。生姜はすりおろす"
"1000000105","2","底の厚い鍋に（土鍋が良い）昆布を敷き、分量の日本酒とお水を入れて、カットした豆腐を入れて、弱火でコトコト１時間程煮る"
"1000000105","3","１時間程煮た豆腐の鍋に、醤油をお好みの量で味付けし。さらしネギとおろし生姜を乗せて完成！"
"1000000106","1","中華なべにサラダ油をいれ、野菜を火がとおる程度にいため、ラーメンどんぶりに１度取り出します。"
"1000000106","2","中華なべに味噌・にんにく・みりんを入れ1分程度炒めたら、
水をいれ、味噌が溶けたら牛乳をいれます。沸騰したら即席の麺を入れます。"
"1000000106","3","麺がほぐれてきたら付属のスープを3/2入れます。（味噌を使っているのでしょっぱくなる可能性があるため）
"
"1000000106","4","麺が煮える１分前に野菜を鍋に戻し、粉チーズを入れます。
最後に味見をし、残りの付属スープの量を調整して入れます。完成！"
"1000000107","1","にんじんは3ｍｍ幅、長さ5ｃｍ位に切って水にさらしておきます。鍋に500ｃｃ水をいれ、沸騰したらもやしを1分ゆでます。"
"1000000107","2","茹で上がったもやしをざるにあけ、冷水で洗ってさまします。
材料の水気を切りボールに移し、塩を入れ軽くもんでおきます。"
"1000000107","3","塩気がなじんだら、キムチの素と焼肉のタレを入れ軽くもんで味をなじませます。
完成。"
"1000000108","1","カレーを温める"
"1000000108","2","串カツをのせて出来上がり
"
"1000000110","1","お米を洗って30分ほどザルに上げる。"
"1000000110","2","沸騰したお湯に栗を入れ、再び沸騰してから2～3分ゆでる。"
"1000000110","3","ゆで汁を捨て、水につけて冷ます"
"1000000110","4","炊飯器の釜に洗ったもち米、酒、みりん、塩を入れる。"
"1000000111","1","カボチャは蒸して柔らかくしてからフォークでつぶし、塩コショウして混ぜる。"
"1000000111","2","ウインナーは輪切り、玉ねぎはみじん切りにし、フライパンで炒める。カボチャと混ぜる。"
"1000000111","3","手で丸め、小麦粉→溶き卵→パン粉の順に付けて油で揚げる。"
"1000000112","1","パプリカは細切り、玉ねぎは薄切り、にんじんは千切りにする。フライパンで炒め、器に盛る。"
"1000000112","2","フライパンにゴマ油を熱し、ひと口大に切った豚肉を炒める。"
"1000000112","3","キムチとＡを加えて炒め合わせ、炒めた野菜の上に盛る。"
"1000000113","1","だし汁を沸かし、豆腐となめこを加える。"
"1000000114","1","豆腐はしっかり水切りする。人参はすりおろしてしぼる。玉ねぎはみじん切りにして炒める。"
"1000000114","2","豆腐、人参、玉ねぎ、挽き肉、Aを練り混ぜる。４等分し、小判形にまとめる。"
"1000000114","3","両面焼き、Bを加えて絡ませる。"
"1000000115","2","市販オのラーメンを記入どおりにゆでる"
"1000000115","1","スープを作る
カレーをお湯で薄め、ラーメンスープで味を調整する。"
"1000000115","3","ゆであがったラーメンをざるに盛り、出来上がり。"
"1000000116","1","材料はこんな所ですツナはオイル無しで汁は別にとっておきますオイル有りの場合は私は汁は使いません…
米はといでおきます"
"1000000116","2","きのこはえのきは２センチくらい
エリンギもそのくらいの長さで薄く切ります"
"1000000116","3","人参はスライサーでササッと
これぐらい。"
"1000000116","5","炊き上がったら混ぜていただきま～す"
